XuatXu,TinhTrang,DongXe,SoKmDaDi,MauNgoaiThat,MauNoiThat,SoCua,SoChoNgoi,HopSo,DanDong,Hang,Grade,NamSanXuat,LoaiDongCo,DungTich,Gia
0,1,5,40000,1,4,4,5,1,4,7,39,2018,1,3,350
1,0,2,0,4,2,5,7,1,1,4,12,2023,2,2,1499
0,1,5,38000,1,2,4,5,1,3,6,30,2020,1,1.6,550
0,1,5,40000,6,4,4,5,1,4,7,39,2018,1,3,2790
0,1,3,17000,5,2,5,5,1,3,9,62,2021,1,1.4,588
0,1,5,15678,1,4,4,5,1,4,7,20,2021,1,2,1418
1,1,5,135000,6,4,4,5,1,4,7,78,2003,1,1.8,245
0,1,2,41000,2,2,5,7,1,3,5,14,2021,1,2,810
1,1,5,28000,5,2,4,5,1,3,2,115,2019,1,2.5,990
1,1,4,70000,6,2,5,2,1,3,9,70,2011,1,1,173
0,1,5,90000,5,2,4,5,1,3,8,23,2015,1,1.5,444
1,1,6,123456,2,1,4,5,1,4,1,157,2018,2,2.5,480
1,1,6,58000,4,2,4,5,1,4,8,100,2019,2,2.2,499
0,1,2,0,1,4,5,8,1,1,2,7,2012,1,2.7,476
1,1,2,23000,1,2,5,7,1,3,1,57,2021,1,1.5,545
0,1,5,81000,1,2,4,5,0,3,2,11,2020,1,1.5,385
0,1,2,51286,5,2,5,5,1,3,8,38,2019,1,2,735
1,1,2,120000,4,2,5,5,1,3,9,344,2009,1,1.6,319
0,1,2,14000,4,2,5,5,1,3,8,38,2022,1,2,820
0,1,5,40000,1,4,4,5,1,3,2,11,2020,1,1.5,450
1,1,6,52000,4,6,4,5,1,1,4,8,2017,2,3.2,599
0,1,7,40000,1,6,5,5,1,3,6,29,2018,1,1.25,370
0,1,5,68000,1,5,4,5,1,3,3,18,2019,1,1.5,430
0,1,5,0,2,4,4,5,0,3,2,36,2006,1,1.8,210
0,1,2,41000,1,2,5,5,1,3,4,179,2019,1,1,485
1,1,5,120000,4,4,4,5,1,3,3,61,2008,1,2.4,335
0,1,2,47000,4,2,5,5,1,3,4,179,2016,1,1.5,395
0,1,5,70000,5,2,4,5,1,4,7,20,2013,1,3,588
0,1,3,23000,2,2,4,8,1,4,2,3,2020,1,2,780
0,1,5,29000,1,1,4,5,1,3,1,287,2019,1,1.5,395
0,1,5,40000,2,2,4,5,1,3,2,115,2018,1,2,730
0,1,3,1200,5,5,5,5,1,3,9,62,2021,1,1.4,685
0,1,5,120000,2,2,4,5,1,3,1,180,2014,1,1.5,255
0,1,5,120000,3,4,4,5,1,3,2,11,2010,1,1.5,310
0,1,2,10000,4,5,5,5,1,2,7,210,2009,1,3,355
0,1,2,0,2,2,5,7,1,3,5,14,2021,1,2,808
0,1,7,30000,5,6,5,5,1,3,6,29,2019,1,1.25,320
0,1,5,73000,3,5,4,5,1,3,6,101,2014,1,1.6,340
0,1,5,59000,1,2,4,5,0,3,9,97,2014,1,1.6,348
0,1,7,150000,4,6,5,5,0,3,9,70,2010,1,1.1,155
0,1,2,76000,1,2,5,5,1,3,4,179,2015,1,1.5,360
0,1,3,65000,1,4,5,5,1,3,6,26,2018,1,2,735
0,1,5,100000,1,3,4,5,1,3,9,97,2015,1,1.6,420
1,0,2,0,2,3,5,5,1,3,2,4,2022,1,1.8,855
0,1,2,40000,1,4,5,7,1,3,5,14,2018,1,2,666
0,1,2,59000,4,2,5,5,1,3,4,179,2016,1,1.5,383
0,1,2,47000,4,1,5,5,1,3,4,179,2016,1,1.5,395
0,1,5,40000,6,4,4,5,1,4,7,39,2018,1,3,2790
0,1,5,40000,1,4,5,5,1,4,7,39,2018,1,3,350
0,1,5,63000,1,2,4,5,1,3,8,63,2019,1,2.5,685
0,1,3,58000,1,2,5,5,1,3,6,176,2018,1,2,545
1,1,6,58000,4,2,4,5,1,4,8,100,2019,2,2.2,499
1,1,6,2600,4,2,4,5,1,1,4,8,2022,2,2,1188
1,1,6,60000,4,4,4,5,1,4,1,157,2019,2,2.5,520
0,1,5,10000,5,2,4,5,1,3,9,97,2022,1,2,670
0,1,5,72000,2,4,4,5,0,3,2,11,2008,1,1.5,165
1,1,5,0,2,2,4,5,1,4,1,93,2016,1,2,720
0,1,3,0,6,6,5,8,0,4,2,3,2011,1,2,360
0,1,2,100000,2,3,5,7,0,4,5,34,2016,2,2.5,495
0,1,2,86000,2,4,5,8,0,4,2,7,2016,2,2.5,680
1,1,2,50000,2,3,5,8,1,4,2,7,2019,1,2.7,855
0,1,5,73000,1,2,4,5,1,3,6,24,2018,1,1.4,435
1,1,6,90000,4,5,4,5,1,1,4,8,2019,2,2,680
0,1,5,24000,6,4,4,5,1,4,7,78,2017,1,2,1358
1,1,2,0,1,2,5,7,1,3,5,15,2020,1,1.5,550
1,1,7,100000,3,2,5,5,1,3,9,70,2010,1,1,225
1,1,5,0,2,4,4,5,0,3,9,105,2009,1,1.6,225
1,1,6,40000,1,2,4,5,1,4,1,157,2020,2,2.5,530
0,1,2,41000,1,2,5,5,1,3,4,179,2019,1,1,509
0,1,5,45000,1,4,4,5,1,4,1,59,2019,1,2,650
0,1,3,0,4,2,5,7,1,3,9,184,2010,1,2,279
1,1,6,0,6,6,4,5,0,1,8,100,2019,2,2.2,450
0,1,5,40000,1,2,4,5,1,3,8,23,2020,1,1.5,590
1,1,6,0,2,6,4,5,0,1,4,8,2020,2,2.2,580
0,1,2,0,1,3,5,5,1,2,7,22,2018,1,2,1450
1,1,5,10000,2,2,4,5,1,3,2,115,2022,4,2.5,1319
0,1,5,50000,4,2,4,5,1,3,2,115,2016,1,2.5,700
1,0,7,0,4,3,3,4,1,3,1,67,2023,1,2,2339
0,1,3,17668,1,2,5,5,1,3,6,176,2019,1,2,575
0,1,3,70000,3,5,5,8,0,4,2,3,2017,1,2,496
0,1,5,29000,1,1,4,5,0,3,6,24,2018,1,1.4,360
0,1,2,56000,6,4,5,7,1,3,9,66,2017,2,2.2,699
0,1,5,160000,2,2,4,5,1,3,2,115,2013,1,2.5,580
0,1,5,20000,1,1,4,5,0,3,6,24,2020,1,1.4,365
0,1,2,40000,4,6,5,7,1,1,2,7,2021,2,2.8,1150
0,1,7,10000,1,5,5,5,1,3,6,29,2022,1,1.25,415
0,1,5,64000,5,4,4,5,1,4,7,39,2017,1,3,2499
0,1,5,0,3,5,4,5,0,3,2,11,2010,1,1.5,250
1,1,2,10000,2,2,5,7,1,4,4,12,2021,2,2,160
1,1,7,20000,5,4,5,5,1,3,2,13,2018,1,1.5,555
0,1,2,0,3,1,5,8,0,4,4,12,2015,2,2.5,485
1,0,2,0,2,4,5,7,1,1,2,10,2023,1,2.7,2628
0,1,2,15000,2,3,5,7,1,2,6,25,2020,1,2.4,915
0,1,2,220000,3,4,5,8,1,4,2,7,2014,1,2.7,550
0,0,2,0,6,3,5,5,1,2,7,22,2023,1,2,2189
0,1,3,60000,1,2,5,5,1,3,1,68,2018,1,1.6,810
0,1,5,1653248,2,5,4,5,0,3,2,11,2009,1,1.5,225
0,1,5,100000,3,5,4,5,1,3,2,115,2008,1,2.4,360
0,1,5,60000,4,2,4,5,1,3,8,23,2020,1,1.5,520
1,1,5,78521,1,2,4,5,1,3,6,30,2014,1,1.8,410
1,1,5,123456,3,6,4,5,1,3,1,194,2010,1,1.6,220
1,1,6,80000,5,2,4,5,1,1,5,50,2019,2,2.4,650
0,1,5,80000,1,5,4,5,1,3,9,105,2016,1,1.6,435
1,1,4,125346,1,5,5,2,1,3,9,70,2012,1,1,200
0,1,5,16000,5,6,4,5,1,3,6,24,2022,1,1.4,485
1,1,5,95000,1,2,4,5,1,4,1,93,2014,1,2,660
0,1,3,180000,4,5,5,8,0,4,2,3,2007,1,2,250
0,1,5,80000,4,4,4,5,1,3,2,11,2016,1,1.5,378
1,1,6,66000,3,4,4,5,1,4,5,50,2019,2,2.5,475
1,1,2,15000,1,2,5,5,1,3,2,102,2021,1,1,552
1,1,2,0,4,3,5,7,1,2,1,236,2015,1,3,1800
0,1,2,0,1,2,5,5,1,3,4,179,2017,1,1.5,428
1,1,2,38000,1,2,5,7,1,3,5,15,2020,1,1.5,549
0,1,5,0,4,5,4,5,0,3,2,11,2015,1,1.5,298
0,1,5,0,2,6,4,5,0,3,1,197,2010,1,1.6,190
0,1,5,0,3,6,4,5,0,3,1,158,2008,1,1.5,130
0,1,2,60000,2,2,5,7,1,3,5,14,2018,1,2,675
0,1,2,22000,2,2,5,5,1,3,4,179,2021,1,1.5,575
0,1,5,35000,5,3,4,5,1,4,7,20,2019,1,2,1385
1,1,6,25000,6,2,4,5,1,4,8,100,2021,2,2.2,599
0,1,3,60000,2,4,5,5,1,3,6,26,2018,2,2,755
0,1,2,7000000,4,4,5,8,0,4,1,235,2003,2,2.5,120
0,1,5,37000,5,6,4,5,1,3,9,77,2020,1,1.4,415
0,1,4,70000,4,4,5,7,1,3,9,204,2018,2,2.2,899
1,1,6,100000,6,6,4,5,1,4,4,8,2016,2,2.2,465
0,1,2,40000,1,4,5,5,1,2,7,22,2020,1,2,1780
0,1,5,40000,5,6,4,5,1,3,9,105,2020,1,2,569
0,1,5,35000,1,2,4,5,1,3,8,23,2018,1,1.5,535
1,0,3,0,5,2,5,5,1,3,6,28,2023,1,1.5,665
1,1,7,0,1,1,5,5,0,3,9,70,2007,1,1,95
0,1,7,25000,5,4,5,5,1,3,9,70,2019,1,1.25,348
1,1,5,0,2,2,4,5,1,3,2,115,2022,1,2.5,1350
0,1,6,0,2,1,4,5,0,1,4,8,2003,2,2.5,125
1,1,7,785631,1,5,5,5,1,3,9,70,2011,1,1,250
0,1,3,15000,1,4,5,5,1,3,1,68,2022,1,1.6,1149
1,0,3,0,1,2,5,5,1,3,6,28,2023,1,1.5,665
1,1,6,0,4,4,4,5,0,1,5,50,2011,2,2.5,270
0,1,3,80000,3,4,5,7,1,3,1,332,2012,1,1.8,270
0,0,2,0,6,2,5,7,1,2,1,123,2023,3,0.2,1193
0,1,5,20000,5,5,4,5,1,3,8,23,2021,1,1.5,640
0,1,5,0,3,6,4,5,0,3,1,207,2001,1,1.6,55
0,1,3,20000,6,4,5,5,1,3,1,68,2022,1,1.6,119
0,0,2,0,6,2,5,7,1,2,1,123,2023,3,0.2,1193
0,1,5,10000,2,2,4,5,1,4,7,78,2021,1,2,1899
1,0,2,0,5,2,5,5,1,2,7,22,2023,1,2,3129
0,1,3,9000,4,2,5,5,1,3,1,68,2022,1,1.6,129
1,1,6,0,6,2,4,5,0,1,4,8,2015,2,2.2,475
1,1,7,30000,5,6,5,5,1,3,6,29,2016,1,1.25,339
1,1,7,0,6,1,5,5,0,3,6,263,2009,1,1.1,115
0,1,5,76000,3,5,4,5,1,3,2,11,2018,1,1.5,430
0,1,3,25000,5,4,5,5,1,3,6,26,2020,1,2,809
1,1,7,0,1,2,5,5,1,3,9,208,2011,1,1.4,300
1,1,3,1500,6,2,5,5,1,3,6,28,2022,1,1.5,625
1,1,2,11000,1,4,5,7,1,2,1,165,2007,1,4.7,695
0,1,5,70000,1,2,4,5,1,3,8,23,2017,1,1.5,465
1,1,2,15000,2,2,5,7,1,1,2,10,2021,1,2.7,2580
1,0,3,0,2,2,5,5,1,3,6,28,2022,1,1.5,620
0,1,2,110000,4,6,5,5,1,3,4,179,2014,1,1.5,325
1,1,2,18000,4,2,5,7,1,4,4,12,2022,2,2,1265
0,0,2,0,1,3,5,5,1,2,7,22,2023,1,2,2639
0,1,3,100000,3,1,5,8,0,4,2,3,2008,1,2,250
1,1,7,0,3,6,5,5,0,3,9,70,2008,1,1,113
0,1,5,70000,3,2,4,5,1,4,7,20,2016,1,2,950
0,1,2,43000,1,1,5,7,1,2,9,66,2021,2,2.2,1200
0,1,5,64000,4,4,4,5,1,4,7,39,2017,1,3,2550
0,1,2,9000,5,4,5,5,1,2,7,22,2021,1,2,239
0,1,5,50000,2,4,4,5,1,3,1,197,2016,1,1.8,389
1,1,3,10000,5,2,5,5,1,3,3,175,2021,1,1.8,715
0,0,2,0,1,3,5,7,1,2,6,25,2022,2,2.2,1200
1,0,2,0,4,2,5,7,1,4,4,12,2023,2,2,1299
0,1,5,0,4,5,4,5,1,3,9,97,2015,1,2,425
1,1,5,75000,2,2,4,5,1,3,2,115,2019,1,2,860
1,1,6,50000,4,4,4,5,1,1,1,157,2018,2,2.5,550
0,0,2,0,5,3,5,7,1,2,6,25,2022,2,2.2,1200
1,1,5,0,2,2,4,5,1,3,9,242,2009,1,1.6,269
0,1,5,0,1,6,4,5,0,3,1,197,2016,1,1.6,285
0,1,7,50000,4,2,5,5,1,3,8,23,2017,1,1.5,460
0,1,2,42000,1,2,5,5,1,3,8,38,2018,1,2.5,730
1,1,7,110000,6,4,5,5,1,3,2,13,2009,1,1.3,290
1,1,6,28000,1,2,4,5,1,4,4,8,2020,2,2.2,579
1,0,2,0,5,2,5,5,1,3,2,102,2023,1,1,552
0,1,2,43000,2,2,5,5,1,3,4,179,2019,1,1.5,475
0,1,7,0,1,2,5,5,0,3,9,70,2013,1,1.25,158
0,0,2,0,2,3,5,7,1,2,6,25,2022,2,2.2,1200
0,1,2,13000,1,6,5,7,1,4,2,7,2022,2,2.4,1150
1,1,3,17136,5,3,5,5,1,1,6,26,2011,1,2,430
1,1,7,5700,1,5,5,5,1,3,2,37,2019,1,1.2,365
0,0,2,0,1,3,5,7,1,2,6,25,2022,2,2.2,1200
0,1,5,60000,4,4,4,5,1,3,2,11,2018,1,1.5,440
0,1,2,79000,6,2,5,5,1,3,3,6,2013,1,2.4,510
0,1,7,77667,5,5,5,5,1,3,9,70,2017,1,1.25,322
1,0,3,0,1,2,5,5,1,3,6,28,2023,1,1.5,615
1,1,5,19000,1,2,4,5,1,3,5,55,2021,1,1.2,400
1,1,3,0,4,4,5,5,1,2,2,147,2009,1,3.5,590
0,0,5,0,2,3,4,5,1,4,7,20,2023,1,1.5,1539
0,1,5,139000,2,4,4,5,0,3,2,36,2009,1,1.8,290
0,0,5,0,1,2,4,5,1,4,7,20,2023,1,1.5,1539
0,1,7,53000,5,2,5,5,1,3,8,23,2018,1,1.5,518
1,1,2,39000,1,2,5,7,1,4,5,34,2021,2,2.4,918
0,1,3,7000,1,2,5,5,1,3,6,176,2021,1,1.6,655
1,0,3,0,5,2,5,5,1,3,6,28,2023,1,1.5,615
0,1,2,26000,2,2,5,7,1,3,5,14,2020,1,2,765
0,1,5,35000,5,2,4,5,1,4,7,20,2019,1,2,1379
0,0,6,0,4,2,4,5,1,4,4,8,2023,2,2.2,648
0,1,5,234567,2,6,4,5,0,3,2,11,2005,1,1.5,165
0,0,5,0,6,3,4,5,1,4,7,20,2023,1,1.5,1723
0,1,5,48000,2,2,4,5,1,3,3,18,2018,1,1.5,400
1,1,5,0,5,4,4,5,1,3,9,208,2016,1,1.4,370
0,0,5,0,5,3,4,5,1,4,7,20,2023,1,2,1979
0,1,5,11000,5,2,4,5,1,3,9,97,2022,1,1.6,668
1,1,2,100000,4,2,5,5,1,3,7,247,2014,1,1.6,590
0,1,7,0,1,6,5,5,0,3,1,154,2004,1,0.8,32
1,1,4,4444,2,2,5,7,1,3,2,52,2018,1,3.5,3600
0,0,5,0,6,2,4,5,1,4,7,20,2023,1,2,1979
0,1,5,41000,2,2,4,5,1,3,9,105,2019,1,2,550
0,1,7,29000,5,5,5,5,1,3,8,23,2020,1,2,680
1,1,2,17000,6,3,5,5,1,2,1,146,2021,1,2,3390
0,1,5,18000,1,4,4,5,0,3,6,30,2020,1,1.6,470
1,0,4,0,1,4,5,7,1,3,2,52,2023,1,3.5,4370
0,1,2,90000,6,4,5,5,1,2,7,22,2017,1,2,150
0,1,7,17000,1,2,5,5,1,3,1,209,2020,1,1.4,348
0,0,2,0,6,4,5,5,1,4,7,22,2023,1,2,1719
0,1,7,0,1,4,5,5,0,3,9,70,2016,1,1.25,180
1,1,4,90000,1,4,5,2,1,3,9,70,2013,1,1,215
1,0,3,0,2,2,5,5,1,3,6,28,2022,1,1.5,580
0,1,5,59000,2,2,4,5,1,4,7,20,2011,1,3,555
1,1,2,20000,1,2,5,7,1,2,7,92,2021,1,3,4690
0,1,3,40000,1,2,5,5,1,3,6,176,2020,1,2,535
0,0,2,0,5,2,5,5,1,4,7,22,2023,1,2,1719
0,0,5,0,1,1,4,5,1,3,6,24,2023,1,1.4,517
0,1,7,0,3,5,5,5,0,3,9,70,2016,1,1.25,228
1,1,6,65689,4,6,4,5,1,1,4,8,2017,2,3.2,655
0,0,2,0,4,4,5,5,1,4,7,22,2023,1,2,1719
0,0,5,0,1,1,4,5,1,3,6,24,2023,1,1.4,476
0,1,2,48000,2,3,5,7,1,2,1,60,2020,1,2,899
0,1,4,0,6,5,5,8,1,3,9,45,2021,2,2.2,1296
1,1,5,110000,4,2,4,5,1,3,9,105,2011,1,1.6,330
1,1,5,12032,6,1,4,5,1,3,6,24,2010,1,1.4,288
0,1,2,0,1,5,5,5,1,3,8,38,2018,1,2.5,720
1,1,2,16099,6,2,5,7,1,3,1,57,2021,1,1.5,538
0,0,5,0,2,1,4,5,1,3,6,24,2022,1,1.4,482
1,1,5,79000,4,4,4,5,1,3,1,139,2013,4,2.5,1190
0,1,7,34000,5,2,5,5,1,3,8,23,2019,1,1.5,565
0,0,2,0,4,4,5,5,1,2,7,22,2023,1,2,1970
0,1,2,130000,2,4,5,8,1,1,2,7,2011,1,2.7,365
1,0,2,0,4,5,5,7,1,2,7,92,2022,1,3,539
0,1,5,0,2,1,4,5,0,3,2,11,2005,1,1.5,105
0,1,5,80000,2,2,4,5,1,4,7,20,2011,1,1.8,460
0,1,5,40000,4,4,4,5,1,3,2,11,2021,1,1.5,525
1,1,5,5678,2,3,4,5,1,2,1,112,2021,1,2,238
1,1,7,0,6,6,5,5,0,3,6,263,2008,1,1.1,115
0,1,2,25,2,4,5,5,1,2,7,22,2022,1,2,299
0,1,5,70000,3,4,4,5,1,3,2,11,2017,1,1.5,435
0,1,6,6500,5,2,4,5,1,4,4,8,2022,2,2.2,635
0,1,5,200000,3,1,4,5,1,3,2,36,2009,1,1.8,295
1,1,7,70000,6,2,5,5,1,3,1,67,2016,1,1.5,950
0,1,5,0,4,4,4,5,0,3,2,11,2018,1,1.5,345
0,1,5,25000,3,5,4,5,0,3,6,29,2022,1,1.25,355
0,1,2,91000,4,2,5,5,1,2,7,210,2013,1,2,675
0,1,5,72000,3,2,4,5,1,3,4,141,2010,1,2.3,385
0,1,7,0,3,2,5,5,0,3,9,70,2009,1,1.1,93
0,1,2,39000,1,3,5,7,1,2,6,25,2021,1,2.4,999
0,1,2,88000,1,3,5,8,1,4,4,12,2013,2,2.5,515
0,1,7,82000,3,5,5,5,0,3,9,70,2018,1,1.25,225
1,1,7,60000,5,4,5,5,1,3,2,13,2018,1,1.5,555
1,1,7,38561,1,2,5,5,1,3,2,37,2019,1,1.2,320
0,1,5,11000,2,4,4,5,1,3,2,115,2013,1,2.5,550
0,1,7,38000,5,2,5,5,1,3,1,209,2020,1,1.4,339
1,1,2,18000,1,2,5,7,1,2,4,49,2019,1,2.3,1480
1,1,6,90000,1,4,4,5,1,4,1,157,2016,2,2.5,428
0,1,7,46000,1,2,5,5,1,3,4,182,2018,1,1.5,446
0,1,3,0,3,4,5,8,0,4,2,3,2007,1,2,185
1,1,5,49000,4,5,4,5,1,4,1,79,2016,1,3,3650
1,1,7,70000,6,4,5,4,1,3,1,339,2009,1,0.9,420
0,0,5,0,1,3,4,5,1,4,7,78,2023,1,2,3209
0,1,5,0,2,3,4,5,1,3,2,115,2018,1,2.5,750
0,1,3,8000,4,2,5,5,1,3,1,71,2022,1,1.2,815
0,1,5,29023,6,2,4,5,1,3,3,18,2021,1,1.5,545
0,1,2,31000,1,4,5,7,1,3,9,240,2018,1,2,505
0,1,5,40000,2,3,4,5,1,4,7,39,2018,1,3,2899
0,1,5,152386,2,2,4,5,1,4,7,20,2010,1,1.8,310
1,0,2,0,2,3,5,7,1,1,4,12,2022,2,2,1362
0,1,2,18000,1,4,5,5,1,2,7,22,2021,1,2,2150
1,1,6,142562,2,2,4,5,1,1,5,50,2009,2,2.5,285
1,0,5,0,4,3,4,5,1,2,1,153,2020,1,3,4275
0,1,3,8000,5,3,5,7,0,3,9,184,2015,1,2,270
0,0,2,0,2,4,5,5,1,3,4,48,2023,1,1.5,770
1,0,2,0,1,6,5,7,1,2,7,85,2023,1,3,4509
0,1,2,11000,3,2,5,8,1,1,2,7,2014,1,2.7,468
0,0,2,0,1,4,5,5,1,3,4,48,2023,1,1.5,770
0,1,5,9247,2,2,4,5,1,4,7,78,2022,1,2,2179
1,1,9,18000,1,4,2,4,1,4,1,256,2014,1,2,1268
0,1,5,62000,2,2,4,5,1,3,2,115,2015,1,2.5,700
0,1,5,75000,4,4,4,5,0,3,9,97,2015,1,1.6,339
0,1,2,0,1,2,5,5,1,2,8,38,2018,1,2.5,689
1,1,6,49000,4,2,4,5,1,1,5,50,2019,2,2.4,675
0,1,5,0,5,2,4,5,1,3,8,63,2015,1,2,555
1,1,6,50000,1,1,4,5,1,1,1,84,2018,2,2.5,495
0,1,7,0,5,1,5,5,1,3,9,70,2017,1,1.25,322
1,1,2,25000,3,2,5,7,1,3,3,6,2019,1,1.5,845
0,1,3,18000,1,2,5,5,1,3,6,26,2022,2,2,128
0,1,7,100000,1,2,5,5,1,3,1,209,2021,1,1.4,345
0,1,5,0,1,5,4,5,1,3,6,29,2017,1,1.25,340
0,1,5,10000,1,2,4,5,1,4,7,78,2022,1,2,2159
0,1,5,32000,1,2,4,5,1,4,1,59,2020,1,2,635
0,1,3,90000,4,4,5,8,0,4,2,3,2018,1,2,512
0,1,5,0,3,3,4,5,1,4,1,93,2003,1,2,156
1,1,7,20000,1,2,5,5,1,3,2,37,2019,1,1.2,339
1,1,6,42000,4,2,4,5,1,1,4,8,2019,2,2,979
0,1,5,15000,4,3,4,5,1,4,1,59,2021,1,2,720
1,1,2,100000,2,2,5,7,1,3,6,25,2009,2,2,395
0,1,7,0,3,6,5,5,0,3,1,148,2010,1,0.8,62
0,1,7,38000,3,6,5,5,1,3,9,70,2019,1,1.25,348
0,1,3,61000,1,2,5,8,0,4,2,3,2020,1,2,646
0,0,5,0,2,2,4,5,1,3,6,30,2023,1,1.6,555
1,1,2,7500,6,1,5,7,1,2,1,65,2021,1,2,1800
0,1,2,92000,4,2,4,5,1,2,8,38,2018,1,2.5,710
1,0,2,0,2,2,5,7,1,1,2,10,2023,1,2.7,2628
0,1,5,31000,4,6,4,5,1,3,6,24,2019,1,1.4,480
0,1,5,90000,2,2,4,5,1,4,7,20,2009,1,2.5,335
0,0,6,0,1,2,4,5,1,4,4,8,2023,2,2.2,642
1,1,5,3000,6,4,4,5,1,4,1,164,2021,1,4,20
1,0,3,0,1,2,5,5,1,3,1,73,2023,1,1.5,525
0,1,5,27000,1,6,4,5,1,3,6,29,2021,1,1.25,405
0,1,3,68000,1,3,5,5,1,3,1,68,2018,1,1.6,695
0,1,5,0,1,5,4,5,1,3,9,97,2016,1,2,430
0,1,2,0,5,3,5,7,1,2,6,25,2021,1,2.5,190
0,0,2,0,1,3,5,7,1,3,6,25,2023,1,2.5,993
0,1,2,30000,5,2,5,5,1,3,8,38,2020,1,2,708
1,1,7,0,1,1,5,5,0,3,6,29,2014,1,1,225
0,1,5,0,4,1,4,5,0,3,1,197,2014,1,1.6,230
1,1,6,26000,3,2,4,5,1,4,5,50,2021,2,2.4,580
0,1,3,30000,1,4,5,5,1,3,6,26,2020,1,2,818
0,1,2,180000,4,4,5,8,0,4,4,12,2009,2,2.5,295
0,1,5,0,5,1,4,5,0,3,9,77,2019,1,1.4,299
0,1,2,0,2,3,5,7,1,2,6,25,2022,1,2.5,1169
1,1,2,6000,2,2,5,7,1,4,4,12,2022,2,2,120
0,1,5,150000,3,5,4,5,0,3,8,23,2004,1,1.6,165
1,1,3,90000,2,4,5,5,1,3,2,147,2009,1,2.7,548
0,0,1,0,1,2,2,2,0,4,1,1,2022,1,1,279
1,0,2,0,5,2,5,7,1,1,4,12,2023,2,2,1390
0,1,3,22000,5,2,5,5,1,3,9,62,2021,1,1.4,595
1,1,5,0,4,4,4,5,0,3,1,207,2001,1,1.6,59
1,1,6,86889,6,6,5,5,1,4,4,8,2016,2,2.2,468
1,1,5,50000,2,4,4,5,1,3,2,115,2019,1,2.5,955
1,0,2,0,5,3,5,7,1,1,4,12,2023,2,2,1390
1,1,2,0,6,3,5,5,1,3,2,4,2021,1,1.8,829
0,1,5,19800,2,2,4,5,1,3,8,23,2018,1,1.5,580
1,1,2,110000,1,3,5,5,1,2,1,122,2011,1,2,850
1,0,2,0,1,2,5,7,1,4,4,12,2023,2,2,1100
0,1,3,0,1,4,5,5,1,3,6,26,2020,1,2,790
1,1,7,81000,1,4,5,5,1,3,1,35,2013,1,1.4,329
1,1,7,0,5,2,5,5,1,3,8,23,2010,1,1.6,292
0,1,2,140000,3,1,5,7,0,3,1,167,2008,1,2.4,175
0,1,3,0,3,4,5,8,0,4,2,3,2006,1,2,209
0,1,5,0,2,2,4,5,1,3,9,105,2020,1,2,570
0,1,2,0,1,2,5,5,1,3,8,38,2020,1,2,780
0,1,5,60000,3,4,4,5,1,3,2,11,2017,1,1.5,408
0,1,5,0,2,6,4,5,0,3,2,11,2005,1,1.5,120
0,1,2,0,4,5,5,7,1,4,5,34,2011,2,2.5,390
0,1,4,7000,1,4,5,8,1,3,9,45,2022,2,2.2,1245
0,1,5,0,3,1,4,5,0,3,1,158,2009,1,1.5,130
0,0,2,0,5,3,5,5,1,2,7,22,2023,1,2,2376
1,1,5,900000,4,2,4,5,1,3,6,30,2014,1,1.6,396
0,1,5,51000,2,3,4,5,1,4,7,39,2014,1,3,1600
0,0,2,0,6,3,5,5,1,2,7,22,2023,1,2,2376
0,1,3,70000,3,1,5,8,0,4,2,3,2018,1,2,539
0,0,5,0,2,3,4,5,1,4,7,78,2023,1,2,2286
0,1,3,10000,1,2,5,5,1,3,1,68,2022,1,1.6,145
0,0,6,0,3,2,4,5,1,4,4,8,2023,2,2.2,688
0,0,5,0,5,3,4,5,1,4,7,78,2023,1,2,2286
0,1,7,0,1,5,5,5,1,3,4,182,2011,1,1.8,235
1,1,2,21500,5,2,5,5,1,3,2,4,2021,1,1.8,835
0,1,2,0,3,4,5,8,1,4,2,7,2012,1,2.7,445
1,1,7,14567,5,2,5,5,1,3,3,258,2020,1,1.2,420
1,1,2,60000,2,2,5,7,1,1,2,10,2019,1,2.7,250
0,1,7,35000,5,2,5,5,1,3,4,182,2018,1,1.5,470
0,0,5,0,1,2,4,5,1,4,7,78,2023,1,2,2286
0,0,5,0,5,2,4,5,1,4,7,78,2023,1,2,2889
0,1,5,0,2,1,4,5,1,3,6,101,2011,1,1.6,270
0,1,3,14000,5,4,5,5,1,3,9,62,2022,1,1.6,720
0,1,5,0,2,4,4,5,1,3,2,11,2017,1,1.5,425
1,1,6,90000,4,6,4,5,1,1,4,8,2017,2,3.2,630
1,1,5,110000,1,4,4,5,0,3,6,24,2013,1,1.4,300
0,1,5,0,5,1,4,5,1,3,2,11,2020,1,1.5,480
1,0,2,0,4,3,4,5,1,2,1,244,2020,1,3,4375
0,1,5,50000,6,2,4,5,1,3,8,23,2017,1,1.5,515
1,0,2,0,1,2,5,5,1,3,2,4,2023,4,1.8,953
0,1,2,26000,2,2,5,7,1,1,1,131,2018,1,2.5,685
1,1,3,48000,5,4,5,5,1,3,6,26,2015,1,2,665
0,1,5,18000,2,3,4,5,1,4,7,78,2021,1,2,1858
0,1,5,38000,6,2,4,5,1,3,8,23,2018,1,1.5,525
0,1,2,40000,2,2,5,7,1,4,1,60,2020,1,2,830
1,1,2,0,1,3,5,7,1,1,1,201,2019,1,2.5,760
0,1,5,0,2,1,4,5,1,3,2,36,2013,1,2,450
