XuatXu,TinhTrang,DongXe,SoKmDaDi,MauNgoaiThat,MauNoiThat,SoCua,SoChoNgoi,HopSo,DanDong,Hang,Grade,NamSanXuat,LoaiDongCo,DungTich,Gia
0,1,7,0,4,2,5,5,0,3,9,70,2011,1,1.1,130
0,1,2,0,4,1,5,8,0,4,4,12,2010,2,2.5,335
0,1,7,67000,4,6,5,5,1,3,6,29,2017,1,1.25,345
0,1,5,81000,1,2,4,5,1,3,8,51,2016,1,1.5,370
0,1,2,102000,3,4,5,7,0,3,1,167,2010,1,2.4,260
1,1,2,32000,5,2,5,7,1,4,4,12,2019,2,2,920
1,0,2,0,5,3,5,5,1,2,7,22,2022,1,2,3129
0,0,7,0,5,2,5,5,1,3,8,23,2022,1,1.5,659
0,1,2,70000,5,2,5,5,1,3,4,179,2017,1,1.5,420
1,1,6,0,2,2,4,5,1,1,8,100,2013,2,3.2,365
1,0,7,0,5,2,5,5,1,3,1,35,2022,1,1.2,560
1,1,2,0,2,5,5,5,1,2,1,106,2021,1,2,2520
0,1,7,0,1,6,5,5,1,3,6,29,2021,1,1.25,385
0,1,5,0,3,1,4,5,0,3,2,11,2012,1,1.5,245
0,1,5,60000,1,2,4,5,1,4,7,39,2017,1,3,2490
0,1,5,65000,1,5,4,5,1,3,6,30,2017,1,2,480
0,1,2,11000,4,5,5,7,1,3,3,6,2022,1,1.5,960
0,1,5,56000,5,2,4,5,1,3,8,63,2017,1,2,580
0,1,2,29000,1,4,5,5,1,2,7,22,2021,1,2,280
0,1,5,55000,4,1,4,5,1,3,6,30,2017,1,1.6,475
0,0,5,0,5,2,4,5,1,3,3,18,2023,1,1.5,548
0,1,5,6800,4,2,4,5,1,3,8,23,2018,1,1.5,480
1,1,5,70090,2,4,4,5,1,4,1,58,2018,1,2,2660
0,1,5,0,1,2,4,5,1,3,8,23,2018,1,1.5,520
0,1,4,0,3,1,5,2,0,3,1,148,2009,1,0.8,75
0,1,5,66000,5,2,4,5,1,3,8,23,2018,1,1.5,540
0,1,2,150000,2,3,5,8,1,1,2,7,2009,1,2.7,387
0,1,5,160000,2,2,4,5,1,4,7,20,2008,1,1.8,295
0,1,7,112222,1,2,5,5,1,3,9,70,2010,1,1.1,198
0,1,2,0,4,2,5,5,1,3,8,38,2020,1,2,820
1,1,5,70000,1,3,4,5,1,3,1,107,2016,1,1.8,1100
0,1,5,0,4,5,4,5,0,3,2,11,2015,1,1.3,278
0,1,3,80963,4,4,5,8,0,4,2,3,2017,1,2,395
0,1,2,40000,1,2,5,7,1,3,1,167,2018,1,2.4,535
0,1,5,0,3,6,4,5,0,3,1,158,2008,1,1.5,100
0,1,3,90000,3,4,5,8,0,4,2,3,2015,1,2,428
0,1,7,0,5,2,5,5,0,3,9,70,2008,1,1.1,95
0,0,2,0,1,4,5,5,1,2,1,119,2022,3,0.2,899
1,1,4,0,4,6,5,2,1,3,1,148,2011,1,1,125
0,1,4,0,1,6,5,2,0,3,1,148,2017,1,1.2,157
0,0,3,0,6,2,5,5,1,3,1,80,2023,3,0.1,495
0,1,4,0,6,6,5,2,0,3,1,148,2015,1,0.8,85
0,1,2,30000,4,2,5,7,1,2,6,25,2019,2,2.2,845
0,0,3,0,1,4,5,5,1,3,1,80,2023,3,0.1,495
0,1,2,19288,1,6,5,8,1,4,2,7,2020,2,2.4,938
1,1,6,44000,1,2,4,5,1,1,4,8,2018,2,2,695
0,1,4,0,3,5,5,2,0,3,1,148,2013,1,0.8,95
1,1,2,119000,1,3,4,5,1,2,1,130,2008,1,4.8,650
0,1,5,0,2,1,4,5,0,3,2,115,1998,1,2.2,130
0,0,3,0,6,2,5,5,1,3,1,80,2023,3,0.1,495
0,1,7,0,1,2,5,5,0,3,1,154,2004,1,0.8,55
0,1,5,57000,4,1,4,5,0,3,2,11,2018,1,1.5,385
0,0,2,0,6,3,5,5,1,2,1,119,2023,3,0.2,942
0,1,5,69000,3,1,4,5,1,3,2,115,2011,1,2.4,498
0,0,2,0,4,3,5,5,1,2,1,119,2023,3,0.2,942
0,0,5,0,3,4,4,5,1,3,2,11,2023,1,1.5,542
0,0,2,0,6,5,5,5,1,2,1,119,2023,3,0.2,942
0,0,2,0,2,5,5,7,1,2,1,123,2023,3,0.2,1605
1,1,5,5500,1,2,4,5,1,3,5,55,2021,1,1.2,418
1,1,5,300000,1,5,4,5,0,3,9,208,2015,1,1.4,320
1,1,7,57000,4,5,5,5,1,3,2,13,2015,1,1.3,440
0,0,3,0,2,3,5,5,1,3,1,68,2023,1,1.6,1159
0,1,5,0,3,1,4,5,1,3,2,115,2012,1,2.4,495
1,0,2,0,4,2,5,5,1,3,2,102,2022,1,1,560
0,1,7,0,1,2,5,5,0,3,9,70,2015,1,1.25,206
0,1,7,0,5,1,5,5,1,3,9,70,2015,1,1,275
1,1,2,0,2,2,5,8,1,2,2,2,2019,1,4.6,450
0,1,3,0,2,4,5,5,1,3,6,26,2019,1,2,735
0,0,5,0,1,1,4,5,0,3,6,24,2022,1,1.4,397
0,1,7,0,4,2,5,5,1,3,9,70,2010,1,1.1,210
0,1,5,45000,1,4,4,5,1,3,9,105,2017,1,2,490
0,1,7,21999,1,2,5,5,1,3,1,209,2021,1,1.4,355
0,1,5,30000,5,3,4,5,1,3,8,23,2019,1,1.5,688
0,1,5,5000,4,4,4,5,1,3,2,11,2022,1,1.5,560
1,1,2,58000,1,2,5,7,1,3,3,6,2018,1,1.5,888
1,1,2,15000,1,3,5,5,1,2,1,113,2021,1,2,3190
0,1,5,23000,3,1,4,5,0,3,1,194,2008,1,1.6,135
1,1,7,5,1,6,5,5,1,3,6,29,2017,1,1,338
1,1,5,74000,2,4,4,5,1,3,2,115,2010,1,2,430
1,1,6,23000,1,2,4,5,1,4,4,8,2020,2,2.2,558
1,0,2,0,4,2,5,7,1,3,5,15,2022,1,1.5,598
0,0,2,0,2,2,5,7,1,3,8,47,2022,1,2.5,189
0,1,3,1500,1,2,5,5,1,3,1,80,2022,3,0.1,480
0,1,5,0,1,4,4,5,1,3,2,11,2020,1,1.5,480
0,1,5,1000000,1,5,4,5,0,3,1,314,2003,1,1.5,75
0,1,3,80000,3,6,5,8,0,4,2,3,2017,1,2,490
1,1,3,0,4,4,5,5,1,3,2,147,2009,1,2.7,560
0,1,3,30000,2,4,5,5,1,3,6,26,2020,1,2,780
0,1,2,100000,1,2,5,7,1,3,6,25,2015,2,2.2,695
0,1,3,0,3,3,5,8,0,4,2,3,2010,1,2,250
0,1,4,9999,1,3,5,7,1,3,9,45,2022,1,3.5,1272
0,1,5,0,1,4,4,5,1,3,9,105,2017,1,1.6,460
0,1,5,22359,1,4,4,5,1,3,2,11,2018,1,1.5,539
0,1,3,90000,4,5,5,8,0,4,2,3,2017,1,2,538
0,1,5,0,2,2,4,5,1,4,7,20,2011,1,1.8,425
0,1,3,5000,3,3,5,8,0,4,2,3,2017,1,2,530
1,1,6,15000,2,2,4,5,1,1,4,202,2019,1,3.5,3999
0,1,3,0,3,1,5,8,0,4,2,3,2014,1,2,350
1,1,2,80000,2,3,5,8,1,4,2,7,2017,1,2.7,750
1,1,5,0,1,2,4,5,1,3,1,257,2011,1,2,405
0,1,3,0,1,2,5,5,1,3,9,62,2021,1,1.4,610
0,0,2,0,1,2,5,5,1,3,4,48,2023,1,1.5,915
0,1,3,0,2,1,5,8,0,4,2,3,2016,1,2,440
1,1,7,39000,5,4,5,5,1,3,2,13,2018,1,1.5,535
0,1,5,35000,1,2,4,5,1,4,7,78,2019,1,2,1679
0,1,3,61000,1,2,5,5,1,3,1,68,2018,1,1.6,790
0,0,5,0,5,2,4,5,1,3,9,97,2022,1,1.6,654
1,1,2,12000,5,2,5,7,1,1,4,12,2021,2,2,1180
0,1,7,0,6,2,5,5,0,3,1,154,2005,1,0.8,55
0,1,7,28000,3,4,5,5,1,3,9,70,2019,1,1.25,348
0,1,2,0,3,4,5,8,0,4,4,12,2011,2,2.5,350
0,1,2,60000,1,5,5,5,1,3,4,179,2016,1,1.5,399
0,1,5,0,5,4,4,5,1,3,9,105,2018,1,1.6,485
1,1,2,58000,1,3,5,5,1,2,1,113,2017,1,3.5,2868
1,1,4,0,6,1,5,7,1,4,2,217,1991,1,2.4,75
1,1,2,0,1,2,5,7,1,4,2,230,2021,1,1.5,625
0,1,2,55000,4,4,5,7,1,3,9,66,2017,1,2.4,665
1,1,6,0,6,4,4,5,1,1,8,100,2014,2,3.2,440
0,1,5,90000,6,2,4,5,1,3,2,36,2016,1,1.8,530
0,1,5,0,1,1,4,5,0,3,6,24,2020,1,1.4,355
1,1,7,75000,3,2,5,5,1,3,9,70,2012,1,1,328
1,1,6,15000,2,2,4,5,1,1,4,202,2019,1,3.5,3999
0,1,5,0,2,4,4,5,0,3,1,158,2009,1,1.5,118
0,1,7,0,1,1,5,5,0,3,1,148,2009,1,0.8,78
0,1,7,0,4,5,5,5,0,3,9,70,2014,1,1.25,172
0,1,2,29200,1,2,5,5,1,2,7,22,2020,1,2,1900
0,1,1,0,1,1,2,2,0,4,1,1,2006,1,1,65
0,1,4,51000,1,5,5,7,1,3,9,204,2019,2,2.2,960
0,1,2,60000,1,2,5,5,1,3,8,38,2018,1,2,745
1,1,2,11,2,2,5,5,1,3,8,274,2009,1,2.3,289
0,1,5,100000,4,5,4,5,0,3,2,11,2017,1,1.5,340
0,1,3,170000,1,3,5,8,0,4,2,3,2017,1,2,495
0,0,5,0,2,2,4,5,1,4,1,93,2022,1,2,1539
0,1,3,24000,5,2,5,5,1,3,1,68,2021,1,1.6,180
0,1,2,0,2,6,5,8,0,4,1,235,2007,2,2.5,205
0,1,5,60000,1,2,5,5,1,3,4,182,2018,1,1.5,538
0,1,5,0,2,4,4,5,0,3,3,43,2012,1,1.8,275
0,1,2,12345,2,5,5,8,1,1,2,7,2010,1,2.7,395
0,1,5,28000,2,5,4,5,1,3,8,63,2018,1,2,605
0,1,7,0,1,4,5,5,0,3,9,70,2015,1,1.25,225
0,0,5,0,6,2,4,5,1,4,1,93,2022,1,2,1529
0,1,2,59500,6,1,6,7,1,1,6,25,2017,1,2.4,765
0,0,6,0,4,2,4,5,1,1,4,8,2023,2,2,972
0,1,7,0,3,6,5,5,0,3,9,70,2011,1,1.1,125
1,1,5,70000,1,2,4,5,1,3,8,63,2014,1,2.5,518
0,0,5,0,1,2,4,5,1,4,1,93,2022,1,2,1354
0,1,3,32000,1,5,5,5,1,3,6,26,2020,1,1.6,830
0,1,7,0,3,1,5,5,0,3,9,70,2010,1,1.1,115
0,1,2,7900,1,3,5,7,1,2,6,25,2022,2,2.2,1265
0,1,5,17000,2,2,4,5,1,4,7,78,2020,1,1.5,1300
1,1,2,0,4,4,5,7,1,3,6,25,2011,2,2,510
1,1,2,5000,2,4,5,5,1,2,1,53,2021,1,2,4748
1,1,5,50000,2,4,4,5,1,4,1,81,2015,1,2,150
0,1,2,0,3,6,5,8,0,4,2,7,2014,2,2.5,587
0,0,6,0,4,2,4,5,1,1,4,8,2023,2,2,915
1,1,7,0,4,6,5,5,0,3,6,29,2014,1,1,185
1,0,5,0,2,3,4,5,1,4,1,58,2022,1,2,4499
0,1,2,30000,4,4,5,7,1,1,6,25,2018,1,2.4,815
0,0,2,0,6,4,5,5,1,2,1,236,2022,1,3,3799
1,1,6,17000,2,5,4,5,1,1,4,8,2020,2,2,1300
0,1,3,50000,2,4,5,5,1,3,6,26,2020,1,1.6,780
1,0,5,0,1,2,4,5,1,4,1,81,2022,1,2,3114
1,1,6,130000,2,2,4,5,1,1,4,8,2017,2,3.2,750
1,1,2,110000,3,2,5,7,1,1,2,10,2017,1,2.7,1589
0,0,6,0,5,2,4,5,1,1,4,8,2023,2,2,915
0,1,5,50000,2,2,4,5,1,4,7,20,2015,1,2,840
0,1,5,40000,1,4,4,5,0,3,2,11,2019,1,1.5,395
0,1,2,0,6,2,5,5,1,3,8,38,2017,1,2,666
1,1,2,20000,2,5,5,5,1,3,2,4,2020,1,1.8,745
0,1,5,200000,2,5,4,5,0,3,3,43,2007,1,1.8,215
1,1,6,33000,2,2,4,5,1,1,4,8,2020,2,2,179
1,1,2,20000,2,5,5,5,1,3,2,4,2020,1,1.8,775
0,1,2,95000,4,4,5,5,1,3,3,6,2014,1,2,545
1,1,2,100000,6,2,5,7,0,1,1,334,2005,2,4.2,1150
0,1,2,28000,1,2,5,7,1,3,3,6,2021,1,1.5,945
0,1,7,30000,1,2,5,5,1,3,6,29,2021,1,1.25,395
0,1,2,124,2,1,5,8,0,4,4,12,2008,2,2.5,262
1,1,6,1200,2,4,4,5,0,1,2,31,2009,2,3,267
1,1,6,50000,3,2,4,5,0,1,4,8,2019,2,2.2,590
1,1,2,0,2,2,5,7,1,2,2,2,2021,1,3.4,5
1,0,3,0,4,2,5,5,1,3,6,28,2023,1,1.5,689
1,1,5,0,5,5,4,5,1,3,8,51,2021,1,1.5,499
1,1,6,85000,5,5,4,5,0,1,8,100,2016,2,2.2,435
0,1,5,68300,1,1,4,5,1,3,9,97,2016,1,1.6,448
1,1,7,45000,5,6,5,5,1,3,2,13,2016,1,1.3,468
0,0,2,0,1,3,4,7,1,3,6,25,2023,1,2.5,15
0,1,5,29000,4,4,4,5,1,3,2,11,2019,1,1.5,480
0,1,2,23,6,5,5,5,0,1,1,232,2003,1,1.6,129
0,1,5,22000,5,5,4,5,1,3,9,97,2022,1,1.6,680
0,1,3,66666,1,4,5,5,1,3,6,26,2018,1,2,678
1,1,7,1200000,3,2,5,5,0,3,6,29,2014,1,1,180
0,1,7,8000,1,5,5,5,1,3,1,209,2021,1,1.4,358
1,1,5,55000,1,2,4,5,1,3,1,32,2017,1,1.4,365
1,1,6,35000,4,1,4,5,1,1,4,8,2021,2,2,899
0,1,5,80000,3,4,4,5,1,3,1,197,2015,1,1.8,345
1,1,5,0,1,1,4,5,1,3,1,272,2022,1,1.5,510
0,1,3,0,3,1,5,8,0,4,2,3,2007,1,2,183
0,1,3,120,3,5,5,8,0,4,2,3,2016,1,2,395
0,1,7,0,3,1,5,5,0,3,6,29,2017,1,1,260
1,1,4,81000,3,4,5,7,1,3,2,174,2006,1,3.3,500
0,1,2,23000,6,5,5,5,1,2,7,22,2017,1,2,1350
1,1,2,0,1,1,5,7,0,3,5,15,2019,1,1.5,465
0,1,2,0,2,1,5,5,1,3,4,179,2014,1,1.5,369
1,1,7,13000,5,5,5,5,1,3,9,70,2005,1,1,148
0,1,2,24000,3,5,5,7,1,3,9,66,2016,1,2.4,620
1,1,7,81000,5,6,5,5,1,3,3,249,2018,1,1.5,400
1,1,7,18000,3,4,5,5,1,3,2,13,2019,1,1.5,570
0,0,2,0,1,2,4,7,1,4,2,56,2023,1,1.5,598
0,0,2,0,1,2,5,7,1,2,1,123,2023,3,0.2,1193
1,1,7,0,1,1,5,5,0,3,6,335,2011,1,0.8,152
1,1,5,66000,2,4,4,5,1,4,1,93,2019,1,2,1490
0,1,2,59000,1,2,5,5,1,2,8,38,2016,1,2.5,620
1,1,2,0,4,3,5,7,1,2,1,40,2010,1,3.6,735
0,1,3,0,3,1,5,8,0,4,2,3,2009,1,2,275
1,1,2,73000,3,1,5,7,1,3,5,15,2019,1,1.5,510
0,1,2,50000,2,3,5,5,1,2,7,22,2018,1,2,1410
0,0,2,0,1,2,5,5,1,3,2,4,2022,1,1.8,780
0,1,7,10000,4,5,5,5,1,3,9,70,2021,1,1.25,440
1,1,7,0,5,2,5,5,1,3,9,208,2009,1,1.4,225
0,0,2,0,5,3,5,5,1,3,2,4,2022,1,1.8,780
1,1,6,0,3,1,4,5,1,4,1,84,2019,2,2.5,450
0,1,2,150000,2,6,5,8,0,4,1,235,2004,2,2.5,158
0,1,5,0,1,5,4,5,1,4,7,20,2016,1,2,999
0,1,2,40000,5,3,5,7,1,2,6,25,2019,1,2.4,939
0,0,2,0,6,5,5,5,1,3,2,4,2022,4,1.8,880
1,1,7,80000,1,6,5,5,0,3,6,29,2016,1,1,275
0,0,2,0,5,2,5,7,1,3,2,127,2023,1,1.5,608
0,1,3,9000,1,2,5,5,1,3,1,71,2022,1,1.2,839
1,1,9,32000,5,3,2,4,1,4,4,252,2010,1,3.7,1880
0,0,6,0,4,2,4,5,1,1,4,8,2023,2,2,915
0,0,2,0,2,2,5,7,1,3,2,127,2023,1,1.5,608
0,1,7,0,1,1,5,5,0,3,1,148,2012,1,0.8,98
0,0,2,0,3,2,5,7,1,3,2,127,2023,1,1.5,608
1,1,9,60000,1,3,2,4,1,4,6,96,2010,1,2,430
1,1,5,0,1,2,4,5,1,3,3,61,2014,1,2.4,515
0,1,7,30000,1,6,5,5,1,3,6,29,2021,1,1.25,395
1,1,3,0,1,3,5,5,1,3,6,26,2014,1,2,495
0,0,2,0,6,2,5,7,1,3,2,127,2023,1,1.5,608
0,0,2,0,1,2,5,7,1,3,2,127,2023,1,1.5,573
0,1,3,0,3,1,5,8,0,4,2,3,2010,1,2,245
0,1,5,0,1,2,4,5,0,3,1,180,2018,1,1.4,250
0,1,7,0,4,2,5,5,1,3,9,70,2011,1,1.1,198
0,1,7,0,6,5,5,5,0,3,1,148,2009,1,0.8,78
0,1,2,15000,5,3,5,7,1,2,6,25,2021,1,2.5,1199
1,1,5,20000,2,3,4,5,1,2,1,282,2020,1,3,3190
0,1,2,160000,2,4,5,8,0,4,5,145,2005,1,2,158
0,1,5,0,5,4,4,5,1,3,2,11,2019,1,1.5,485
1,0,2,0,4,2,5,7,1,4,4,12,2023,2,2,1151
0,1,5,156000,3,5,4,5,0,3,1,194,2009,1,1.6,165
0,1,2,12000,2,5,5,7,1,3,5,14,2022,1,2,780
1,1,6,17000,4,2,4,5,1,4,5,50,2021,2,2.4,650
0,1,5,0,3,3,4,5,1,3,2,36,2015,1,1.8,450
0,1,3,28000,5,4,5,5,1,3,9,62,2020,1,1.4,800
0,1,5,0,1,4,4,5,0,3,1,180,2017,1,1.4,205
0,1,3,0,3,1,5,8,0,4,2,3,2006,1,2,210
0,1,5,3000,2,2,4,5,1,4,7,78,2022,1,2,2379
0,1,4,46868,1,1,5,7,1,3,4,250,2019,1,2,795
0,1,7,40000,1,6,5,5,1,3,1,148,2014,1,1,210
0,1,2,0,3,4,5,7,1,3,1,167,2008,1,2.4,225
1,0,2,0,1,2,5,5,1,3,2,4,2022,1,1.8,695
0,1,2,0,3,4,5,8,0,4,2,7,2015,2,2.5,655
1,1,7,40300,2,2,3,4,1,3,1,336,2010,1,1.4,400
0,1,5,0,2,6,4,5,0,3,8,315,2000,1,1.6,65
1,1,5,0,4,2,4,5,1,4,1,81,2014,1,2,790
0,1,2,0,3,2,5,8,1,1,2,7,2015,1,2.7,575
0,1,5,0,3,4,4,5,0,3,8,23,2004,1,1.6,185
0,1,5,58000,4,2,4,5,0,3,9,242,2010,1,1.6,270
0,0,6,0,1,2,4,5,1,1,4,8,2023,2,2,895
0,1,2,6000,5,4,5,7,1,3,6,25,2017,1,2.4,705
1,1,7,32000,5,5,5,5,1,3,2,37,2018,1,1.2,330
0,1,7,0,5,2,5,5,1,3,1,209,2020,1,1.4,329
0,1,5,24000,1,5,4,5,1,4,7,20,2020,1,1.5,150
0,1,5,130000,2,1,4,5,1,3,2,115,2010,1,2.4,415
1,1,6,39000,6,2,4,5,1,1,4,8,2020,2,2,189
0,1,7,34688,2,2,5,5,1,3,8,23,2019,1,1.5,535
0,1,2,36000,1,2,5,7,1,3,8,47,2021,1,2.5,860
0,1,3,550,6,4,5,5,1,3,1,80,2022,3,0.1,550
0,1,5,100000,6,2,4,5,1,4,7,78,2017,1,2,1550
0,1,5,0,4,1,4,5,0,3,1,287,2013,1,1.5,215
0,1,3,4000,4,4,5,5,1,3,6,26,2021,1,2,755
0,1,7,1600000,4,4,5,5,1,3,4,150,2013,1,1.6,250
0,1,5,82000,2,4,4,5,1,3,2,115,2014,1,2,580
1,1,5,1000,4,2,4,5,1,3,1,114,2022,1,1,510
0,1,5,0,5,6,4,5,1,3,6,24,2018,1,1.4,440
0,1,2,80000,2,3,5,7,1,2,6,25,2019,2,2.2,999
0,1,7,0,3,6,5,5,0,3,1,148,2009,1,0.8,59
0,1,2,0,1,1,5,7,1,3,9,240,2016,1,2,435
1,1,2,11000,4,6,5,5,1,2,1,130,2011,1,3.6,1280
1,1,2,50000,1,2,5,7,1,3,1,57,2020,1,1.5,530
0,1,2,110000,1,1,5,8,0,4,2,7,2016,2,2.5,625
0,1,5,137000,1,4,4,5,0,3,9,242,2011,1,1.6,275
1,0,5,0,1,2,4,5,1,3,5,55,2022,1,1.2,465
0,1,7,119000,4,1,5,5,0,3,1,154,2005,1,0.8,98
1,0,5,0,1,2,4,5,0,3,5,55,2022,1,1.2,380
1,0,4,0,2,4,5,6,1,4,7,21,2023,1,2,3669
1,1,6,0,6,2,4,5,1,1,4,8,2021,2,2,1160
0,1,2,19000,5,3,5,7,1,2,8,47,2020,1,2.5,989
0,1,5,0,6,1,5,5,0,3,9,311,2001,1,1.3,35
0,1,5,5000,2,3,4,5,1,4,7,20,2022,1,2,260
0,0,2,0,1,3,5,7,1,2,6,25,2023,2,2.2,1200
0,1,7,48000,4,6,5,5,1,3,6,29,2020,1,1.25,396
0,1,5,70000,2,2,4,5,1,3,1,197,2017,1,1.8,429
0,1,4,110000,6,1,5,2,0,3,1,148,2011,1,0.8,115
0,0,2,0,6,3,5,7,1,2,6,25,2023,2,2.2,1225
0,0,2,0,4,3,5,7,1,2,6,25,2023,2,2.2,1220
1,1,6,130000,1,2,4,5,1,1,4,8,2014,2,3.2,480
0,1,5,0,4,1,4,5,0,3,2,11,2018,1,1.5,388
1,0,6,0,1,5,4,5,1,1,5,50,2022,2,2.4,905
0,1,2,80000,2,3,5,7,1,2,6,25,2019,2,2.2,999
1,1,6,79000,2,2,4,5,1,1,4,8,2018,2,2,1140
0,1,5,40000,2,4,4,5,1,4,7,39,2018,1,3,2850
1,1,6,72000,4,2,4,5,1,4,4,8,2018,2,2,649
0,1,7,48000,4,2,5,5,1,3,6,29,2020,1,1.25,396
1,1,5,99000,2,2,4,5,1,3,2,115,2009,1,2,455
0,1,2,60000,2,2,5,7,1,1,1,131,2018,1,2.5,680
0,1,5,22000,1,3,4,5,1,4,1,59,2020,1,2,650
0,1,5,33000,1,1,4,5,1,3,6,24,2019,1,1.4,470
0,1,4,0,3,1,5,7,1,3,4,250,2019,1,2,685
1,1,2,20000,1,2,5,7,1,3,5,15,2021,1,1.5,750
0,1,6,23000,4,3,4,5,1,4,4,8,2022,2,2.2,610
1,1,2,10000,1,3,5,5,1,2,1,113,2022,1,2,3190
1,1,2,30000,5,2,5,7,1,4,4,12,2018,2,2,940
0,1,4,7000,1,3,5,7,1,3,9,45,2022,2,2.2,1520
0,1,2,46000,4,2,5,5,1,3,4,179,2018,1,1.5,485
1,1,5,60000,1,2,4,5,1,3,3,43,2018,1,1.5,655
0,1,3,0,6,1,5,7,1,3,8,310,2003,1,1.8,150
1,1,2,60000,2,3,5,4,1,2,1,120,2014,1,5,4768
1,1,6,0,4,6,4,5,0,4,4,8,2015,2,2.2,392
1,1,6,0,4,2,4,5,0,4,4,8,2015,2,2.2,410
0,1,5,50000,6,2,4,5,1,3,3,18,2019,1,1.5,485
1,1,5,0,2,2,4,5,1,3,1,114,2021,1,1,495
0,1,7,81000,1,2,5,5,1,3,4,182,2013,1,2,415
0,1,5,58000,1,2,4,5,1,4,7,78,2015,1,2,795
0,1,2,6000,6,2,5,7,1,3,3,6,2022,1,1.5,999
1,1,6,20000,5,1,4,5,1,4,4,8,2021,2,2.2,630
0,1,3,0,1,4,5,5,1,3,6,26,2018,1,2,756
0,0,5,0,5,2,4,5,1,3,6,29,2023,1,1.25,420
0,1,5,60000,1,3,4,5,1,3,2,115,2018,1,2.5,795
0,1,2,118000,3,5,5,8,0,4,2,7,2016,2,2.5,650
0,0,2,0,1,4,5,5,1,2,1,119,2022,3,0.2,887
1,1,5,90000,2,2,4,5,1,3,2,115,2009,1,2.5,680
0,0,3,0,6,4,5,5,1,3,1,80,2022,3,0.1,540
0,1,3,17000,5,2,5,5,1,3,6,176,2021,1,2,600
1,1,2,68000,4,3,5,8,1,4,2,7,2019,2,2.4,880
0,1,5,0,2,3,4,5,0,3,8,220,2003,1,2,150
1,1,4,80000,1,6,5,2,1,3,9,70,2013,1,1,230
1,1,5,123456,2,4,4,5,1,3,2,115,2009,1,2.4,510
0,1,2,100000,3,2,5,8,1,1,2,7,2014,1,2.7,550
1,0,2,0,1,2,5,5,1,3,2,102,2022,1,1,527
0,1,2,76000,4,2,5,5,1,3,4,179,2017,1,1.5,445
0,1,5,0,1,2,4,5,1,3,3,18,2018,1,1.5,410
0,0,2,0,1,2,5,5,1,3,4,48,2023,1,1.5,834
0,1,3,0,3,4,5,8,0,4,2,3,2018,1,2,510
0,0,5,0,1,2,4,5,1,3,6,30,2023,1,1.6,559
0,1,7,0,1,6,5,5,0,3,1,154,2004,1,0.8,58
0,1,5,20000,1,4,4,5,0,3,9,105,2017,1,1.6,390
1,1,7,90000,3,5,5,5,0,3,2,37,2020,1,1.2,295
1,0,2,0,5,2,5,7,1,2,4,49,2023,1,2.3,2279
0,1,5,130000,2,1,4,5,0,3,3,43,2007,1,1.8,200
1,1,6,0,5,2,4,5,1,1,5,50,2014,2,2.5,350
0,1,2,120000,2,2,5,5,1,1,4,225,2011,1,2.3,320
0,1,5,82000,4,2,4,5,1,3,9,97,2015,1,1.6,430
1,1,5,170000,3,6,4,5,0,3,1,330,1992,1,2,79
0,1,2,15000,1,2,5,7,1,4,2,7,2021,2,2.4,1156
0,1,5,0,2,2,5,5,1,3,2,115,2009,1,2.4,400
0,1,7,40000,4,2,5,5,1,3,6,29,2020,1,1.25,368
1,1,2,1613,4,2,5,5,1,3,2,4,2022,1,1.8,825
1,1,5,59000,1,4,4,5,1,4,1,93,2012,1,2,520
1,1,4,85000,1,5,5,7,1,3,1,227,2016,1,2.2,520
1,1,6,0,4,4,4,5,1,4,1,157,2019,2,2.5,530
1,1,6,93000,5,1,4,5,1,1,1,84,2017,2,2.8,530
0,1,3,55000,1,2,5,5,1,3,6,176,2018,1,1.6,580
1,1,7,62000,1,6,5,5,1,3,2,13,2014,1,1.3,400
0,1,7,48000,4,6,5,5,1,3,6,29,2020,1,1.25,396
0,1,5,4000,4,4,4,5,1,3,2,11,2020,1,1.5,530
1,1,5,125000,3,4,4,5,0,3,1,287,1992,1,1.6,25
0,1,7,75000,5,6,5,5,1,3,6,29,2018,1,1.25,355
0,1,5,3500,2,2,4,5,1,3,2,11,2022,1,1.5,534
1,1,7,39000,1,4,5,5,1,3,2,13,2019,1,1.5,525
0,1,5,45000,3,1,4,5,1,3,2,36,2020,1,1.8,620
1,1,6,100000,1,5,4,5,1,1,4,8,2016,2,3.2,590
0,1,5,71556,2,4,4,5,1,4,7,20,2016,1,2,800
0,1,5,78000,2,1,4,5,1,3,9,242,2013,1,1.6,370
1,1,5,0,1,6,4,5,0,3,6,29,2016,1,1.25,250
1,0,5,0,1,2,4,5,1,3,5,55,2023,1,1.2,413
0,1,2,70000,5,2,5,5,1,3,4,179,2018,1,1.5,469
0,1,3,150000,4,2,5,7,0,3,9,184,2011,1,1.6,190
1,1,6,27000,1,2,4,5,1,1,4,8,2021,2,2,770
0,1,4,70000,1,4,5,7,1,3,9,204,2016,1,3.3,645
0,1,3,1000,2,4,5,5,1,3,1,80,2022,3,0.1,530
0,1,2,9000,1,6,5,5,1,3,8,38,2021,1,2,860
0,1,5,48000,2,4,4,5,1,3,2,36,2018,1,1.8,580
0,0,2,0,1,2,5,7,0,3,5,15,2023,1,1.5,525
1,0,2,0,1,2,5,7,1,3,5,15,2022,1,1.5,595
1,1,5,19500,1,2,4,5,1,3,5,55,2021,1,1.2,415
